Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Cap'n Crunch Cereal,"Meals, Entrees, and Side Dishes",0.011,398.0,86.0,0.0,0.00011,5.1,2.5,0.001555,0.019,0.055,0.64,83.0,0.0,0.0,0.0,0.167,0.75,0.186,4.4,3.3,6.5e-06,0.754,0.02,148.0,7e-06,0.0016,0.0,0.0018,0.021,0.00015,0.0021000000000000003,0.0,0.016,0.0086,,,,,,0.00075,,,,44.0,,,,0.0,0.00062,6e-07,,0.0,,,,,
General Mills Cheerios,"Meals, Entrees, and Side Dishes",0.401,376.0,73.0,0.0,0.00039,6.7,9.4,0.000714,0.033,0.114,2.4,64.0,0.0,0.0,0.0,0.481,2.4,0.641,12.0,1.5,2.5e-05,0.497,0.02,3299.0,0.00099,0.0013,6.8e-06,0.0001,0.021,0.0011,0.0024,0.022,0.017,0.026,0.09,0.00026000000000000003,0.00043,0.00091,0.00037,0.0035,0.00017999999999999998,0.00063,57.0,4.4,0.00041999999999999996,0.00017,0.0005899999999999999,3.4e-06,0.00065,1.8000000000000001e-06,0.07,0.0,0.0,0.0,0.0,2.3,
Cocoa Krispies,"Meals, Entrees, and Side Dishes",0.127,389.0,88.0,0.0,0.00033,2.7,1.4,0.000323,0.015,0.038,0.3,87.0,0.0,0.0,0.0,0.102,0.1,0.197,4.6,2.1,1.6e-05,0.424,0.0,4032.0,0.00121,0.0012,4.8e-06,0.0014,0.016,0.00025,0.0016,0.048,0.005,0.0087,,8.999999999999999e-05,0.00016,0.00034,0.00013000000000000002,0.0011,8.999999999999999e-05,0.00023,44.0,39.0,0.00016,8e-05,0.00023999999999999998,4.8e-06,0.011,1.0000000000000001e-07,,0.0,,,,,
Cocoa Pebbles Cereal,"Meals, Entrees, and Side Dishes",0.022,397.0,86.0,0.0,0.0003,4.1,1.6,0.000345,0.0062,0.031,0.2,84.0,0.0,0.0,0.0,0.095,0.1,0.193,4.8,3.6,1.4e-05,0.594,0.1,2586.0,0.000776,0.0013,5.2e-06,0.0015,0.017,,0.0017,0.0,0.0052,0.0038,,,,,,,,,,36.0,,,,6.9e-06,0.00013000000000000002,1.3e-06,,,,,,,
Cookie Crisp Cereal,"Meals, Entrees, and Side Dishes",0.385,380.0,85.0,0.0,0.00020999999999999998,4.4,5.1,0.000385,0.017,0.031,1.4,79.0,0.0,0.0,0.0,0.154,1.7,0.231,5.2,0.8,7.2999999999999996e-06,0.457,0.0,1923.0,0.000546,0.0014,5.7999999999999995e-06,0.0016,0.019,0.00041,0.0019,0.023,0.014,0.013,,,,,,0.00035,,,,35.0,,,,3.7999999999999996e-06,0.00057,1.5e-06,,,,,,,
Kellogg's Corn Flakes,"Meals, Entrees, and Side Dishes",0.005,357.0,84.0,0.0,0.0002,0.4,3.3,0.000357,0.029,0.039,0.07,81.0,0.0,0.0,0.0,0.102,0.2,0.168,7.5,0.12,8.3e-06,0.729,0.0,1786.0,0.00049,0.0013,5e-06,0.0015,0.018,0.00023,0.0018,0.021,0.001,0.0087,,0.00017,0.00025,0.001,8e-05,0.00017,0.00014000000000000001,0.00037,,9.5,0.00023,5e-05,0.00031,3.6000000000000003e-06,0.00011999999999999999,0.0,,0.0,,,,,
Kellogg's Froot Loops,"Meals, Entrees, and Side Dishes",0.01,375.0,88.0,0.0,8.999999999999999e-05,3.4,9.3,0.000345,0.016,0.031,0.6,79.0,0.0,0.0,0.0,0.074,0.9,0.117,5.3,1.8,5.9e-06,0.469,0.0,1724.0,0.000501,0.0013,5.2e-06,0.0015,0.017,0.00035,0.0017,0.052,0.0052,0.011,,0.0001,0.00016,0.00044,0.0001,0.0005600000000000001,8e-05,0.00025,,42.0,0.00017,8.999999999999999e-05,0.0002,3.5e-06,0.00015,3e-07,,0.0,,,,,
Golden Grahams Cereal,"Meals, Entrees, and Side Dishes",0.323,374.0,85.0,0.0,0.00020999999999999998,3.2,5.6,0.000323,0.015,0.026,1.6,80.0,0.0,0.0,0.0,0.129,1.0,0.206,5.3,0.4,5.6e-06,0.772,0.0,1613.0,0.000472,0.0012,4.8e-06,0.0014,0.016,0.00034,0.0016,0.019,0.012,0.015,,,,,,0.0018,,,,35.0,,,,3.2000000000000003e-06,0.00064,2e-06,,,,,,,
Grape-Nuts Cereal,"Meals, Entrees, and Side Dishes",0.032,361.0,80.0,0.0,0.00034,1.8,13.0,0.000345,0.028,0.124,0.21,67.0,0.0,0.0,0.0,0.467,0.78,0.4,11.0,0.34,9.1e-06,0.465,0.0,4.0,0.0,0.00065,0.0,0.00011999999999999999,0.0086,0.00087,0.00086,0.0001,0.0021000000000000003,0.032,,,,,,0.0032,,,,8.9,,,,0.0,0.00062,2e-06,,0.0,,,,,
Honeycomb Cereal,"Meals, Entrees, and Side Dishes",0.011,394.0,87.0,0.0,0.00013000000000000002,2.9,3.2,0.000313,0.008400000000000001,0.045,0.6,83.0,0.0,0.0,0.0,0.132,0.91,0.142,6.0,1.3,1e-05,0.553,0.01,2344.0,0.000678,0.0012,4.7e-06,0.0013,0.016,,0.0016,0.0,0.0047,0.0086,,,,,,,,,,32.0,,,,7.8e-06,0.00017,6e-07,,,,,,,
Kix Cereal,"Meals, Entrees, and Side Dishes",0.57,357.0,83.0,0.0,0.00014000000000000001,3.5,8.8,0.000787,0.032,0.051,0.99,74.0,0.0,0.01,0.02,0.189,1.3,0.223,7.7,0.58,8.5e-06,0.596,0.03,3078.0,0.000879,0.002,5.7000000000000005e-06,0.002,0.024,0.0005200000000000001,0.0023,0.025,0.017,0.015,0.11,0.00019,0.00026000000000000003,0.0009699999999999999,0.00017999999999999998,0.0011,0.00013000000000000002,0.00041,58.0,9.8,0.00028000000000000003,5.9999999999999995e-05,0.00033,3.2999999999999997e-06,0.0003,2.0000000000000002e-07,0.04,0.0,0.0,0.0,0.0,1.2,
Lucky Charms Cereal,"Meals, Entrees, and Side Dishes",0.434,380.0,81.0,0.0,0.00020999999999999998,5.0,5.0,0.000741,0.022,0.074,1.6,76.0,0.0,0.0,0.0,0.289,1.5,0.222,7.7,0.89,1.5e-05,0.648,0.01,2823.0,0.000847,0.0017,6.8e-06,0.0017,0.025,0.00044,0.003,0.027,0.019,0.016,0.8,,,,,0.0022,,,37.0,36.0,,,,3.9e-06,0.00045,1.4e-06,0.04,0.0,0.0,0.0,0.0,1.5,
Kellogg's Special K,"Meals, Entrees, and Side Dishes",0.023,377.0,73.0,0.0,0.00017999999999999998,1.8,1.4,0.00129,0.028,0.012,0.3,72.0,0.0,0.0,0.0,0.048,0.4,0.053,18.0,0.4,5.5e-05,0.667,0.0,1667.0,0.0005,0.0017,1.9e-05,0.0019,0.023,,0.0064,0.068,0.00069,0.011,,,,,,,,,,13.0,,,,3.2999999999999997e-06,0.015,1.0000000000000001e-07,,,,,,,
Kellogg's Corn Pops Cereal,"Meals, Entrees, and Side Dishes",0.007,387.0,90.0,0.0,8e-05,1.3,8.4,0.000333,0.006,0.028,0.2,81.0,0.0,0.0,0.0,0.052,0.5,0.113,4.8,0.5,6.5e-06,0.357,0.0,1667.0,0.000467,0.0013,5e-06,0.0014,0.017,0.00023,0.0017,0.02,0.005,0.0070999999999999995,,,,,,0.00017,,,,31.0,,,,3.2999999999999997e-06,0.00011999999999999999,0.0,,0.0,,,,,
Kellogg's Frosted Flakes Cereal,"Meals, Entrees, and Side Dishes",0.003,369.0,89.0,0.0,4e-05,1.7,2.2,0.000382,0.027,0.008,0.27,87.0,0.0,0.0,0.01,0.047,0.67,0.076,4.0,0.45,3.2999999999999997e-06,0.468,0.0,1559.0,0.00045,0.0019,8.1e-06,0.0017,0.028,0.00022,0.0036,0.024,0.00015,0.0019,1.7,0.00011,0.00015,0.00063,2.9999999999999997e-05,5.9999999999999995e-05,7.000000000000001e-05,0.00022,46.0,35.0,0.00013000000000000002,2.9999999999999997e-05,0.0002,4.7e-06,7.000000000000001e-05,2.0000000000000002e-07,0.03,0.0,0.0,0.0,0.0,0.63,
Kellogg's Honey Smacks Cereal,"Meals, Entrees, and Side Dishes",0.014,380.0,89.0,0.0,0.0002,2.2,5.0,0.00037,0.0015,0.059,0.4,84.0,0.0,0.0,0.0,0.213,0.5,0.183,5.7,0.5,2.9e-05,0.142,0.5,1852.0,0.000556,0.0014,5.6e-06,0.0016,0.019,,0.0019,0.022,0.0017,0.016,,,,,,0.0019,,,,56.0,,,,3.7e-06,0.00041,2.8e-06,,,,,,,
Post Golden Crisp Cereal,"Meals, Entrees, and Side Dishes",0.015,380.0,90.0,0.0,0.0002,1.7,5.0,0.00037,0.0067,0.059,0.6,85.0,0.0,0.0,0.0,0.227,0.6,0.176,5.5,0.2,4.9e-05,0.095,0.0,2778.0,0.000832,0.0014,5.6e-06,0.0016,0.019,,0.0019,0.0,0.0056,0.014,,,,,,,,,,54.0,,,,7.4e-06,0.00033,9.000000000000001e-07,,,,,,,
General Mills Trix Cereal,"Meals, Entrees, and Side Dishes",0.313,384.0,86.0,0.0,0.00011999999999999999,3.8,3.9,0.000375,0.017,0.025,1.8,82.0,0.0,0.0,0.0,0.188,1.4,0.162,4.9,0.5,6.5e-06,0.5,0.0,2344.0,0.000669,0.0016,4.7e-06,0.0019,0.019,,0.0022,0.019,0.014,0.011,,,,,,,,,,32.0,,,,3.1e-06,0.0005,1.3e-06,,,,,,,
Corn grits,"Meals, Entrees, and Side Dishes",0.064,74.0,16.0,,0.0,0.49,1.1,2.7e-05,0.0067,0.006,0.08,15.0,0.0,0.0,0.0,0.014,0.19,0.027,1.6,0.08,,0.227,,,,0.00014000000000000001,,0.00014000000000000001,0.0017,5e-05,2.9999999999999997e-05,0.0,8.999999999999999e-05,0.0026,0.0,5e-05,5.9999999999999995e-05,0.00023,2.9999999999999997e-05,5e-05,2.9999999999999997e-05,8.999999999999999e-05,15.0,0.1,5e-05,1e-05,8e-05,,1e-05,0.0,,0.0,,,,,
Cream of Wheat,"Meals, Entrees, and Side Dishes",0.064,62.0,13.0,0.0,4e-05,0.24,0.6,6.2e-05,0.005,0.006,0.03,12.0,0.0,0.0,0.0,0.018,0.13,0.02,1.8,0.04,3.5e-06,0.102,,773.0,0.000232,0.00023,0.0,0.00020999999999999998,0.0031,8e-05,0.00031,0.0,0.00017,,,4e-05,8e-05,0.00014000000000000001,5e-05,0.0,2.9999999999999997e-05,0.0001,,0.07,5.9999999999999995e-05,2.9999999999999997e-05,8.999999999999999e-05,,2e-05,1.0000000000000001e-07,,,,,,,
Cream of Rice,"Meals, Entrees, and Side Dishes",0.001,52.0,12.0,0.0,2.9999999999999997e-05,0.1,0.1,3e-06,0.004,0.003,0.03,11.0,0.0,0.0,0.0,0.017,0.03,0.02,0.9,0.02,3e-06,0.173,,0.0,0.0,7.000000000000001e-05,0.0,2e-05,0.001,8e-05,2.9999999999999997e-05,0.0,0.00016,,,2.9999999999999997e-05,2e-05,7.000000000000001e-05,4e-05,0.00014000000000000001,2.9999999999999997e-05,4e-05,,0.04,4e-05,1e-05,5.9999999999999995e-05,,2e-05,0.0,,,,,,,
Granola,"Meals, Entrees, and Side Dishes",0.033,389.0,81.0,0.0,0.0006,5.7,7.0,0.000816,0.0037,0.068,2.5,74.0,0.0,0.0,0.0,0.228,1.6,0.215,8.7,1.4,1.7e-05,0.257,0.0,1531.0,0.000459,0.00076,1.2e-05,0.00087,0.01,,0.0040999999999999995,0.006,0.0077,0.023,,,,,,,,,,28.0,,,,2.1000000000000002e-06,0.0024,1.3e-06,,,,,,,
Kellogg's Crispix Cereal,"Meals, Entrees, and Side Dishes",0.009,378.0,87.0,0.0,0.00020999999999999998,0.8,1.0,0.000966,0.028,0.013,0.2,86.0,0.0,0.0,0.0,0.045,0.3,0.071,6.6,0.2,1.2e-05,0.66,0.0,1724.0,0.000494,0.0018,6.2e-06,0.002,0.024,0.00022,0.0024,0.021,0.0052,0.006,,,,,,,,,,13.0,,,,3.5e-06,0.0001,1.0000000000000001e-07,,,,,,,
General Mills Franken Berry,"Meals, Entrees, and Side Dishes",0.303,386.0,85.0,0.0,0.00013000000000000002,4.3,4.2,0.000303,0.014,0.024,2.1,81.0,0.0,0.0,0.0,0.182,1.4,0.163,5.5,0.5,2e-05,0.458,0.0,1515.0,0.00042,0.0011,4.5e-06,0.0013,0.015,,0.0015,0.018,0.011,0.011,,,,,,,,,,27.0,,,,3e-06,0.0007700000000000001,1.2e-06,,,,,,,
General Mills Count Chocula,"Meals, Entrees, and Side Dishes",0.37,383.0,85.0,0.0,0.00015,4.7,5.0,0.00037,0.017,0.03,2.3,80.0,0.0,0.0,0.0,0.222,1.6,0.228,5.4,0.6,6.5e-06,0.488,0.1,1852.0,0.000526,0.0014,5.6e-06,0.0016,0.019,0.00041999999999999996,0.0019,0.022,0.014,0.013,,,,,,,,,,33.0,,,,3.7e-06,0.00062,1.7e-06,,,,,,,
General Mills Cocoa Puffs,"Meals, Entrees, and Side Dishes",0.37,383.0,84.0,0.0,0.00015,5.2,5.7,0.00037,0.017,0.059,1.7,78.0,0.0,0.0,0.0,0.222,2.1,0.272,5.6,1.0,6.5e-06,0.564,0.0,1852.0,0.000527,0.0014,5.6e-06,0.0016,0.019,0.00039,0.0019,0.022,0.014,0.012,,,,,,0.00037,,,,37.0,,,,3.7e-06,0.0007,2.1000000000000002e-06,,,,,,,
General Mills Cinnamon Toast Crunch,"Meals, Entrees, and Side Dishes",0.444,410.0,78.0,0.0,0.00019,10.0,6.8,0.000368,0.02,0.054,4.9,71.0,0.0,0.0,0.0,0.199,2.1,0.201,5.5,0.98,4.7e-06,0.567,0.02,3066.0,0.000918,0.0025,6.7e-06,0.0021000000000000003,0.025,0.00047,0.0027,0.019,0.018,0.013,8.2,0.00013000000000000002,0.00019,0.00037,8.999999999999999e-05,0.0015,8.999999999999999e-05,0.00025,35.0,30.0,0.00017999999999999998,7.000000000000001e-05,0.00026000000000000003,5.3e-06,0.0021000000000000003,9.4e-06,0.17,0.0,0.01,0.0,0.0,1.9,
General Mills Boo Berry,"Meals, Entrees, and Side Dishes",0.303,386.0,85.0,0.0,0.00013000000000000002,4.3,4.2,0.000303,0.014,0.048,2.1,81.0,0.0,0.0,0.0,0.182,1.4,0.163,5.5,0.5,6.5e-06,0.458,0.0,1515.0,0.000421,0.0011,4.5e-06,0.0013,0.015,,0.0015,0.018,0.011,0.011,,,,,,,,,,27.0,,,,3e-06,0.00058,1.6000000000000001e-06,,,,,,,
Kellogg's Rice Krispie Treats,"Meals, Entrees, and Side Dishes",0.01,395.0,86.0,0.001,0.00011,4.2,0.4,0.000333,0.006,0.021,1.2,85.0,0.0,0.0,0.0,0.062,0.2,0.051,4.3,0.89,5.7000000000000005e-06,0.567,1.6,1667.0,0.0005,0.0013,5e-06,0.0014,0.017,,0.0017,0.02,0.00069,0.0025,,,,,,,,,,30.0,,,,3.2999999999999997e-06,0.00035999999999999997,1e-06,,,,,,,
"Cereals ready-to-eat, Post, Waffle Crisp","Meals, Entrees, and Side Dishes",0.024,390.0,83.0,0.0,0.0002,5.0,4.4,0.000333,0.009,0.072,1.7,79.0,0.0,0.0,0.0,0.237,1.7,0.212,6.6,0.9,2e-05,0.596,0.5,2500.0,0.00074,0.0013,5e-06,0.0014,0.017,,0.0017,0.0,0.0075,0.016,,,,,,,,,,35.0,,,,3.2999999999999997e-06,0.0004,1.2e-06,,,,,,,
Raisin Bran Cereal,"Meals, Entrees, and Side Dishes",0.033,342.0,80.0,0.0,0.00051,1.9,10.0,0.000339,0.015,0.136,0.36,70.0,0.0,0.0,0.0,0.339,0.91,0.546,7.6,0.42,3.9e-05,0.466,0.0,847.0,0.000253,0.00063,2.5e-06,0.0007199999999999999,0.0085,,0.00085,0.0,0.0064,0.024,,,,,,,,,,33.0,,,,2.5e-06,0.00017999999999999998,3e-07,,,,,,,
Poi,"Meals, Entrees, and Side Dishes",0.016,112.0,27.0,0.0,0.00017,0.14,0.4,2.1e-05,0.00088,0.024,0.01,27.0,0.0,0.0,0.0,0.039,0.06,0.183,0.38,0.03,7e-07,0.012,0.0,66.0,3e-06,0.00013000000000000002,0.0,4e-05,0.0011,0.00029,0.00027,0.004,0.00022,0.017,,,,,,0.00037,,,,0.39,,,,0.0,0.0023,1e-06,,,,,,,
Gratin,"Meals, Entrees, and Side Dishes",0.119,132.0,11.0,0.023,0.00016,7.6,1.8,1.1e-05,0.00064,0.02,2.1,9.5,,,,0.113,0.28,0.396,5.1,4.7,2.7e-06,0.433,,264.0,6.4e-05,5.9999999999999995e-05,0.0,0.00011999999999999999,0.00099,0.00039,0.00017,0.0099,0.00069,,,0.00015,0.00028000000000000003,0.00044,0.00038,0.00016,0.00011999999999999999,0.00025,,,0.00019,7.000000000000001e-05,0.00033,0.0,,,,,,,,,
Potato salad,"Meals, Entrees, and Side Dishes",0.019,143.0,11.0,0.068,0.00011999999999999999,8.2,1.3,7e-06,0.00065,0.015,2.5,9.9,,,,0.052,3.7,0.254,2.7,1.4,4.1e-06,0.529,,157.0,3.2e-05,8e-05,0.0,5.9999999999999995e-05,0.0008900000000000001,0.00053,0.00014000000000000001,0.01,0.00031,,,5.9999999999999995e-05,0.00014000000000000001,0.0002,0.00017,0.0001,7.000000000000001e-05,0.00014000000000000001,,,0.00011999999999999999,4e-05,0.00017,0.0,,,,,,,,,
Potato pancake,"Meals, Entrees, and Side Dishes",0.032,268.0,28.0,0.095,0.00017999999999999998,15.0,3.3,4.1e-05,0.0017,0.036,3.7,25.0,0.01,0.0,0.0,0.128,7.5,0.622,6.1,2.5,8.900000000000001e-06,0.764,,113.0,3.2e-05,0.00016,2.9e-07,0.00017,0.0017,0.00076,0.00045,0.028,0.0007,0.074,0.56,0.00014000000000000001,0.00028000000000000003,0.00044,0.00039,0.00026000000000000003,0.00014000000000000001,0.0003,21.0,1.8,0.00023999999999999998,8.999999999999999e-05,0.00037,3e-07,0.00023,2.7e-06,,0.0,,,,,
Pickle relish,"Meals, Entrees, and Side Dishes",0.005,91.0,23.0,0.0,8e-05,0.46,1.5,1e-06,0.0013,0.019,0.23,22.0,,,,0.04,0.11,0.078,1.5,0.04,0.0,1.091,0.0,167.0,8e-06,4e-05,0.0,4e-05,0.0005,1e-05,2e-05,0.001,0.00020999999999999998,,,2.9999999999999997e-05,5e-05,8e-05,7.000000000000001e-05,2e-05,2e-05,5e-05,,,5e-05,2e-05,5.9999999999999995e-05,0.0,,,,,,,,,
Cutlet,"Meals, Entrees, and Side Dishes",0.022,117.0,7.3,0.0,,1.5,4.5,2e-06,0.0017,0.003,0.2,2.8,,,,0.056,0.8,0.105,23.0,0.3,,0.371,0.0,0.0,,5e-05,0.0,0.0013,0.026,,0.0005,0.0,0.001,,,,,,,,,,,0.2,,,,0.0,0.018,,,,,,,,
Jerky,"Meals, Entrees, and Side Dishes",0.02,410.0,11.0,0.048,0.00023,26.0,1.8,0.000134,0.0054,0.051,11.0,9.2,0.0,0.0,0.0,0.407,1.0,0.597,33.0,11.0,1.1e-05,2.081,,0.0,0.0,0.00015,9.9e-07,0.00014000000000000001,0.0017,0.00016,0.00017999999999999998,0.0,0.0081,0.109,,,,,,0.00011,,,,9.0,,,,3e-07,0.00049,2.3e-06,,,,,,,
Corn chips,"Meals, Entrees, and Side Dishes",0.138,538.0,57.0,0.0,0.0001,33.0,4.0,8e-06,0.0012,0.072,9.1,53.0,0.0,0.0,0.01,0.194,16.0,0.144,6.2,4.3,7.599999999999999e-06,0.514,0.09,69.0,3e-06,5e-05,0.0,8e-05,0.0008399999999999999,0.00019,0.00017,0.0,0.0013,0.012,0.0,0.0002,0.00023999999999999998,0.0008,0.00019,0.00033,0.00014000000000000001,0.00032,51.0,0.27,0.00025,5e-05,0.00033,0.0,0.0072,6.3e-06,0.26,0.01,0.01,0.01,0.0,16.0,
Granola bars,"Meals, Entrees, and Side Dishes",0.061,471.0,64.0,0.0,0.00039,20.0,5.3,2.3e-05,0.003,0.097,4.4,59.0,0.0,0.0,0.0,0.277,12.0,0.336,10.0,2.4,1.6e-05,0.294,,33.0,2e-06,0.00026000000000000003,0.0,0.00011999999999999999,0.0016,0.0008100000000000001,8.999999999999999e-05,0.0009,0.002,0.022,,0.00022,0.00035,0.0007199999999999999,0.0004,0.0018,0.00017999999999999998,0.00047999999999999996,,29.0,0.00026000000000000003,0.00017999999999999998,0.00051,0.0,0.0021000000000000003,1.5e-05,,,,,,,
Popcorn,"Meals, Entrees, and Side Dishes",0.007,387.0,78.0,0.0,0.00026000000000000003,4.5,15.0,3.1e-05,0.0032,0.144,0.95,63.0,0.0,0.0,0.0,0.358,2.3,0.329,13.0,0.64,0.0,0.008,,196.0,1e-05,0.0001,0.0,8e-05,0.0023,0.00051,0.00016,0.0,0.0031,0.021,0.07,0.00037,0.00043,0.0015,0.00034,0.0011,0.00025,0.0005899999999999999,54.0,0.87,0.00045,8.999999999999999e-05,0.00061,0.0,0.00029,1.2e-06,,0.0,0.0,,,,
Caramel popcorn,"Meals, Entrees, and Side Dishes",0.066,400.0,81.0,0.0,0.0003,7.8,3.8,1.6e-05,0.0039,0.08,2.7,77.0,0.0,0.0,0.0,0.127,3.3,0.355,6.4,1.0,3.9e-06,0.177,0.0,78.0,4e-06,5e-05,0.0,0.00013000000000000002,0.002,0.00023,0.00019,0.0,0.0012,0.017,,0.00017999999999999998,0.00023,0.00064,0.0002,0.00076,0.00011,0.00032,,45.0,0.00023,5e-05,0.0003,0.0,0.00085,3.9e-06,,,,,,,
Cheese popcorn,"Meals, Entrees, and Side Dishes",0.113,526.0,52.0,0.011,0.00014000000000000001,33.0,9.9,1.1e-05,0.0022,0.091,9.7,42.0,0.0,0.0,0.0,0.361,15.0,0.261,9.3,6.4,1.2e-05,0.889,,140.0,8e-06,0.00011999999999999999,5.3e-07,0.00023999999999999998,0.0015,0.00046,0.00023999999999999998,0.0005,0.002,0.015,,0.00025,0.0004,0.001,0.00044,0.0007099999999999999,0.00019,0.00041,,0.79,0.00041999999999999996,8.999999999999999e-05,0.00049,0.0,0.0038,8.2e-06,,,,,,,
Pork skins,"Meals, Entrees, and Side Dishes",0.03,544.0,0.0,0.095,8.999999999999999e-05,31.0,0.0,0.0,0.00088,0.011,15.0,0.0,0.0,0.0,0.0,0.085,3.6,0.127,61.0,11.0,4.1e-05,1.818,,40.0,1.2e-05,0.0001,6.4e-07,0.00028000000000000003,0.0015,0.00043,2e-05,0.0005,0.0005600000000000001,0.165,,0.00073,0.0014,0.0033,0.0028,7.000000000000001e-05,0.00047999999999999996,0.0019,,0.0,0.0018,0.00011999999999999999,0.0024,0.0,0.00053,0.0,,,,,,,
Rice cakes,"Meals, Entrees, and Side Dishes",0.011,380.0,80.0,0.0,0.00038,3.5,3.8,2.1e-05,0.0011,0.151,1.1,76.0,,,,0.38,1.1,0.299,9.0,0.64,1.6e-05,0.116,,0.0,0.0,5.9999999999999995e-05,0.0,0.0001,0.0081,0.0012,0.00013000000000000002,0.0,0.0025,,,0.00022,0.00035999999999999997,0.00064,0.00041,0.0062,0.00015,0.0004,,,0.00034,0.00013000000000000002,0.00049,,,,,,,,,,
Tortilla chips,"Meals, Entrees, and Side Dishes",0.106,472.0,68.0,0.0,0.0001,21.0,5.4,1.2e-05,0.0015,0.084,5.7,62.0,0.0,0.0,0.0,0.225,11.0,0.182,7.1,2.8,4.4e-06,0.328,0.81,4.0,0.0,0.00014000000000000001,3.6e-07,7.000000000000001e-05,0.0008399999999999999,0.0003,0.00017999999999999998,0.0,0.0014,0.019,0.0,,,,,0.00039,,,63.0,0.78,,,,0.0,0.0035,2.1e-05,0.23,0.0,0.0,0.0,0.0,9.7,
Trail mix,"Meals, Entrees, and Side Dishes",0.078,462.0,45.0,0.0,0.00099,29.0,,7.1e-05,0.0031,0.158,13.0,45.0,,,,0.345,9.7,0.685,14.0,5.6,,0.229,,18.0,1e-06,0.00046,0.0,0.0002,0.0047,0.0009,0.0003,0.0014,0.0032,,,0.00035999999999999997,0.0005200000000000001,0.0008900000000000001,0.0005200000000000001,0.001,0.0002,0.00066,,,0.00047999999999999996,0.00017,0.00066,,,,,,,,,,
Fruit roll ups,"Meals, Entrees, and Side Dishes",,373.0,85.0,,,3.5,,,,,1.7,85.0,,,,,0.09,,0.1,0.99,3.2000000000000003e-06,0.317,,,,,,,,,,0.12,,,,,,,,,,,,39.0,,,,,,,,,,,,,
Banana chips,"Meals, Entrees, and Side Dishes",0.018,519.0,58.0,0.0,0.00020999999999999998,34.0,7.7,1.4e-05,0.0013,0.076,2.0,51.0,0.0,0.0,0.0,0.056,0.63,0.536,2.3,29.0,1.5e-06,0.006,,83.0,4e-06,8.999999999999999e-05,0.0,2e-05,0.0007099999999999999,0.00062,0.00026000000000000003,0.0063,0.00075,0.021,,0.00017999999999999998,7.000000000000001e-05,0.00016,0.00011,0.0016,2e-05,8.999999999999999e-05,,35.0,8e-05,2.9999999999999997e-05,0.0001,0.0,0.00023999999999999998,1.3e-06,,,,,,,
Corn nuts,"Meals, Entrees, and Side Dishes",0.017,436.0,72.0,0.0,0.00014000000000000001,14.0,8.4,0.0,0.0017,0.109,7.4,63.0,,,,0.283,3.2,0.286,9.0,2.6,,0.6,,338.0,1.7e-05,0.00035,0.0,0.00014000000000000001,0.0015,0.00037,0.00019,0.0004,0.0019,,,,,,,0.00049,,,,,,,,,,,,,,,,,
Beef sticks,"Meals, Entrees, and Side Dishes",0.068,550.0,5.4,0.133,0.00013000000000000002,50.0,,0.0,0.0034,0.021,20.0,5.4,,,,0.18,4.4,0.257,22.0,21.0,,1.531,,250.0,1.3e-05,0.00014000000000000001,1e-06,0.00044,0.0045,0.00033,0.00020999999999999998,0.0068,0.0024,,,0.00053,0.00082,0.0015,0.0015,8.999999999999999e-05,0.00045,0.0008,,,0.00083,0.00017999999999999998,0.00095,,,,,,,,,,
Potato sticks,"Meals, Entrees, and Side Dishes",0.018,522.0,53.0,0.0,0.00032,34.0,3.4,4e-05,0.0023,0.064,6.2,50.0,0.0,0.0,0.0,0.172,18.0,1.237,6.7,8.9,8.1e-06,0.633,,0.0,0.0,0.0001,0.0,0.00011999999999999999,0.0048,0.0004,0.00032,0.047,0.00099,0.035,,,,,,0.00041999999999999996,,,,0.22,,,,0.0,0.0091,2.2e-05,,,,,,,
Corn cake,"Meals, Entrees, and Side Dishes",0.019,387.0,83.0,0.0,0.00041999999999999996,2.4,1.9,1.9e-05,0.0014,0.114,0.76,82.0,0.0,0.0,0.0,0.157,0.93,0.157,8.1,0.42,9.9e-06,0.488,,242.0,7e-05,0.00025,0.0,5e-05,0.0052,0.00083,0.00014000000000000001,0.0,0.002,,,0.00023,0.00032,0.0008399999999999999,0.00027,0.0018,0.00017999999999999998,0.00041,,23.0,0.0003,8e-05,0.00044,,,0.0,,,,,,,
